model,seed,split,condition_id,group,missing_modalities,requested_rate,position,duration,effective_missing_rate,base_valid_bins,remaining_valid_bins,effective_missing_rate_text,remaining_ratio_text,effective_missing_rate_audio,remaining_ratio_audio,effective_missing_rate_vision,remaining_ratio_vision,accuracy,macro_f1,mae,rmse,pearson,f1_negative,f1_neutral,f1_positive,valid_sample_count
baseline,42,valid,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6401098901098901,0.6081011337203779,0.5735479852640081,0.7616126071113513,0.6874773797417656,0.6826923076923077,0.42388059701492536,0.7177304964539007,728
baseline,42,test,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7207702888583218,0.6743103713524473,0.6104710910090103,0.8275728142872141,0.699185907509531,0.7307692307692308,0.49635036496350365,0.7958115183246074,727
baseline,42,valid,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.6373626373626373,0.6047733946020234,0.5730616096279246,0.7622899983586383,0.6868395292480568,0.6811594202898551,0.4154302670623145,0.7177304964539007,728
baseline,42,test,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.7180192572214581,0.6705217014648839,0.6114731441358261,0.8278744805378592,0.698957184043487,0.7290167865707433,0.48727272727272725,0.795275590551181,727
baseline,42,valid,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6373626373626373,0.6074485731236304,0.5739978932964892,0.7636954189855307,0.6855518286802764,0.6811594202898551,0.42690058479532167,0.7142857142857143,728
baseline,42,test,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7152682255845942,0.6674745163303516,0.610036482288921,0.8278522650762254,0.6989629945289911,0.7320574162679426,0.4782608695652174,0.7921052631578949,727
baseline,42,valid,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6401098901098901,0.6099563143064833,0.5726247527406315,0.7621598703541532,0.68693998423889,0.6843373493975904,0.4294117647058823,0.7161198288159771,728
baseline,42,test,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7180192572214581,0.6710046809790762,0.6104513834598263,0.8275410803358219,0.6992177015173586,0.7307692307692308,0.48905109489051096,0.7931937172774869,727
baseline,42,valid,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6428571428571429,0.6142321594229633,0.5744558262618279,0.7634804812494421,0.68597753834086,0.6826923076923077,0.4405797101449275,0.7194244604316545,728
baseline,42,test,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7180192572214581,0.6707584158960307,0.6103065747875295,0.8262966466767193,0.7002781413724677,0.7307692307692308,0.48727272727272725,0.7942332896461337,727
baseline,42,valid,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6387362637362637,0.6078636325234106,0.5736664900259412,0.7629101919764141,0.6863135995910907,0.6826923076923077,0.4247787610619469,0.7161198288159771,728
baseline,42,test,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7180192572214581,0.6718121566221872,0.6107044542846276,0.8274008693736441,0.699327702760512,0.7307692307692308,0.49097472924187724,0.7936925098554535,727
baseline,42,valid,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6387362637362637,0.6077013380525086,0.5736825155877191,0.7628052319956389,0.6864123151547287,0.6811594202898551,0.4260355029585799,0.7159090909090908,728
baseline,42,test,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.71939477303989,0.6729328148362725,0.6097812775440483,0.826984461242458,0.6996953556749297,0.7307692307692308,0.4927536231884058,0.795275590551181,727
baseline,42,valid,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6401098901098901,0.6102717044485803,0.5733299832995776,0.7627973209529346,0.686385163346821,0.6811594202898551,0.4314868804664723,0.7181688125894135,728
baseline,42,test,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7180192572214581,0.6707670570357959,0.6100672362974372,0.8269571792578656,0.6997319136090114,0.7290167865707433,0.48905109489051096,0.7942332896461337,727
baseline,42,valid,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.09334693720401956,51946,47097,0.0,1.0,0.0,1.0,0.29946887351778656,0.7005311264822134,0.6401098901098901,0.6086483077494784,0.5736043211814671,0.7626274619986518,0.686572777703919,0.6811594202898551,0.4260355029585799,0.7187500000000001,728
baseline,42,test,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.09283263065006374,50995,46261,0.0,1.0,0.0,1.0,0.29903354178510516,0.7009664582148948,0.7180192572214581,0.6705217014648839,0.610551867818529,0.8276530859504162,0.6991136645005587,0.7290167865707433,0.48727272727272725,0.795275590551181,727
baseline,42,valid,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.0,51946,51946,0.0,1.0,0.0,1.0,0.0,1.0,0.6414835164835165,0.6105367634498272,0.5734618548278256,0.7626325327659046,0.6865242581420195,0.6811594202898551,0.43067846607669613,0.7197724039829303,728
baseline,42,test,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.0,50995,50995,0.0,1.0,0.0,1.0,0.0,1.0,0.7180192572214581,0.6707584158960307,0.6101917138981647,0.8270947664019176,0.6996104505718134,0.7307692307692308,0.48727272727272725,0.7942332896461337,727
baseline,42,valid,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.3586031648250106,51946,33318,1.0,0.0,0.0,1.0,0.0,1.0,0.40796703296703296,0.38648263317629045,0.7744736670667387,1.0331692570338744,0.1692910880655894,0.27218934911242604,0.3781676413255361,0.5090909090909091,728
baseline,42,test,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.35903519952936563,50995,32686,1.0,0.0,0.0,1.0,0.0,1.0,0.4360385144429161,0.39264707292197487,0.8589180796349516,1.1202605765457494,0.2600096769397238,0.2616822429906542,0.3386727688787185,0.5775862068965518,727
baseline,42,valid,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.3296885226966465,51946,34820,0.0,1.0,1.0,0.0,0.0,1.0,0.6373626373626373,0.6000757575757576,0.5731596186357949,0.7654981198729504,0.6876035045019392,0.6875,0.39384615384615385,0.7188811188811188,728
baseline,42,test,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.33052260025492697,50995,34140,0.0,1.0,1.0,0.0,0.0,1.0,0.7056396148555708,0.651374175656608,0.6157571305834689,0.833127270563693,0.6952070229678967,0.7294685990338166,0.43866171003717475,0.7859922178988328,727
baseline,42,valid,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.3117083124783429,51946,35754,0.0,1.0,0.0,1.0,1.0,0.0,0.6387362637362637,0.6056122187858715,0.5831757741007995,0.7742062206579553,0.6795189623800584,0.6857142857142857,0.4131736526946108,0.717948717948718,728
baseline,42,test,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.3104422002157074,50995,35164,0.0,1.0,0.0,1.0,1.0,0.0,0.7097661623108665,0.665492534701874,0.6198828812545112,0.8398492720524373,0.6902383754885767,0.7251184834123222,0.4842105263157895,0.7871485943775102,727
baseline,42,valid,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.6882916875216571,51946,16192,1.0,0.0,1.0,0.0,0.0,1.0,0.4065934065934066,0.35833516227080314,0.769833142592848,1.0292833306678482,0.18994030571084278,0.19285714285714287,0.3326653306613226,0.5494830132939439,728
baseline,42,test,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.6895577997842925,50995,15831,1.0,0.0,1.0,0.0,0.0,1.0,0.4346629986244842,0.34996339924205055,0.8570248104165599,1.1256206669287026,0.24563276513174592,0.14336917562724016,0.2964824120603015,0.6100386100386099,727
baseline,42,valid,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.6703114773033535,51946,17126,1.0,0.0,0.0,1.0,1.0,0.0,0.33104395604395603,0.32237644259809956,0.8074702645785042,1.0713662703415763,0.020496086968383117,0.24935064935064932,0.39355992844364934,0.32421875,728
baseline,42,test,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.669477399745073,50995,16855,1.0,0.0,0.0,1.0,1.0,0.0,0.3535075653370014,0.3461030442121113,0.9007844433465145,1.1508780400677976,0.17973074226916963,0.2938144329896907,0.324,0.4204946996466431,727
baseline,42,valid,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6413968351749895,51946,18628,0.0,1.0,1.0,0.0,1.0,0.0,0.6277472527472527,0.5902472641742132,0.5834415003447537,0.7805955771503112,0.6797142451994999,0.6795180722891566,0.38271604938271603,0.7085076708507672,728
baseline,42,test,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6409648004706344,50995,18309,0.0,1.0,1.0,0.0,1.0,0.0,0.7083906464924347,0.658900125261508,0.629329663689826,0.8502364100427128,0.6837732778786149,0.7311320754716982,0.4598540145985402,0.7857142857142857,727
baseline,42,valid,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,1.0,51946,0,1.0,0.0,1.0,0.0,1.0,0.0,0.4642857142857143,0.21138211382113822,0.8015825965206375,1.069256522062436,0.017424248703898203,0.0,0.0,0.6341463414634146,728
baseline,42,test,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,1.0,50995,0,1.0,0.0,1.0,0.0,1.0,0.0,0.49793672627235214,0.22161003979185798,0.917231019253252,1.1773482753478557,-0.040431215885067796,0.0,0.0,0.6648301193755739,727
baseline,43,valid,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.0,51946,51946,0.0,1.0,0.0,1.0,0.0,1.0,0.6208791208791209,0.6070838759371134,0.5729767198029619,0.7693473078321841,0.6810032330353506,0.6436170212765957,0.47641509433962265,0.7012195121951219,728
baseline,43,test,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.0,50995,50995,0.0,1.0,0.0,1.0,0.0,1.0,0.6905089408528198,0.6583841632669444,0.6094890020575062,0.8261826351491985,0.7022953617111495,0.7058823529411765,0.5015105740181268,0.76775956284153,727
baseline,43,valid,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.03613367728025257,51946,50069,0.10076229332188104,0.899237706678119,0.0,1.0,0.0,1.0,0.5989010989010989,0.5849488845620624,0.5890372820149923,0.7937349437554291,0.6533342198979263,0.6136986301369862,0.4551724137931034,0.6859756097560975,728
baseline,43,test,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.03614079811746249,50995,49152,0.10066087716423616,0.8993391228357638,0.0,1.0,0.0,1.0,0.6602475928473177,0.6313975416754262,0.6346309319666319,0.8468375103748249,0.68181968292501,0.7037974683544304,0.45882352941176474,0.7315716272600834,727
baseline,43,valid,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07190159011280946,51946,48211,0.20050461670603392,0.7994953832939661,0.0,1.0,0.0,1.0,0.5782967032967034,0.5702199989770205,0.6184744735703814,0.8377139154386268,0.6004738442290135,0.5898876404494382,0.472885032537961,0.6478873239436621,728
baseline,43,test,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.07173252279635259,50995,47337,0.19979245179966137,0.8002075482003387,0.0,1.0,0.0,1.0,0.6258596973865199,0.5986905438247639,0.6721075899409645,0.8966735894949875,0.6334266830462277,0.6458333333333333,0.4463276836158192,0.7039106145251396,727
baseline,43,valid,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.1071112308936203,51946,46382,0.29869014386944387,0.7013098561305562,0.0,1.0,0.0,1.0,0.5741758241758241,0.5685493178752984,0.6407485834865289,0.8721718270087296,0.5612342676824287,0.6050420168067228,0.4662309368191721,0.634375,728
baseline,43,test,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.10753995489753898,50995,45511,0.2995248238571194,0.7004751761428806,0.0,1.0,0.0,1.0,0.6011004126547456,0.5737744973078006,0.7031559763153428,0.9509133515466452,0.5746488201763085,0.6054054054054053,0.4258760107816712,0.6900420757363255,727
baseline,43,valid,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14355292034035344,51946,44489,0.40031135924414857,0.5996886407558514,0.0,1.0,0.0,1.0,0.5453296703296703,0.5358603081579493,0.6378531720358777,0.8749778495967583,0.553920944785678,0.5413105413105412,0.44067796610169496,0.6255924170616114,728
baseline,43,test,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.14364153348367487,50995,43670,0.4000764651264406,0.5999235348735594,0.0,1.0,0.0,1.0,0.5928473177441541,0.5650645052448924,0.7122618577928581,0.9655077404693968,0.5543662314347294,0.5927977839335179,0.40932642487046633,0.693069306930693,727
baseline,43,valid,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.03338081854233242,51946,50212,0.0,1.0,0.1012495620693682,0.8987504379306318,0.0,1.0,0.6208791208791209,0.6070825350257377,0.5728976632644944,0.7693042009531043,0.6810071840121936,0.6472148541114058,0.4728132387706856,0.7012195121951219,728
baseline,43,test,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.033218943033630745,50995,49301,0.0,1.0,0.10050430139424503,0.899495698605755,0.0,1.0,0.6905089408528198,0.6586383411977027,0.6102734685720469,0.8267607683553605,0.701786623754873,0.7076923076923076,0.5015105740181268,0.7667121418826739,727
baseline,43,valid,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.06622261579332384,51946,48506,0.0,1.0,0.20086418311339485,0.7991358168866052,0.0,1.0,0.6208791208791209,0.6073209501294607,0.5734719196692682,0.7698956195280652,0.6804897790819235,0.6453333333333334,0.4775413711583924,0.6990881458966565,728
baseline,43,test,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.0666339837238945,50995,47597,0.0,1.0,0.2016018985464254,0.7983981014535746,0.0,1.0,0.6905089408528198,0.6575849888914926,0.6093089284639206,0.8259799885160554,0.7024284750672842,0.7058823529411765,0.4984802431610942,0.7683923705722071,727
baseline,43,valid,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09879490239864475,51946,46814,0.0,1.0,0.29966133364475067,0.7003386663552493,0.0,1.0,0.625,0.6107306678702388,0.5733684840878206,0.7694323391216011,0.6809920221989669,0.6472148541114058,0.4798099762470309,0.7051671732522795,728
baseline,43,test,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.09881360917737034,50995,45956,0.0,1.0,0.2989617324236132,0.7010382675763869,0.0,1.0,0.6960110041265475,0.6627487968023492,0.6104762966922668,0.8267015374469866,0.7018051945436797,0.7076923076923076,0.5060975609756098,0.7744565217391305,727
baseline,43,valid,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.13167520117044623,51946,45106,0.0,1.0,0.3993927361905874,0.6006072638094125,0.0,1.0,0.6222527472527473,0.6096124661246612,0.5725793241341547,0.769542974171697,0.6808706405719253,0.6506666666666667,0.48,0.698170731707317,728
baseline,43,test,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.1321698205706442,50995,44255,0.0,1.0,0.3998813408484129,0.600118659151587,0.0,1.0,0.6918844566712518,0.6599911797804069,0.6097159132635557,0.8263041839795823,0.7020542329192933,0.7091836734693877,0.503030303030303,0.76775956284153,727
