model,split,condition_id,group,missing_modalities,requested_rate,position,duration,accuracy_mean,accuracy_sd,macro_f1_mean,macro_f1_sd,mae_mean,mae_sd,rmse_mean,rmse_sd,pearson_mean,pearson_sd,f1_negative_mean,f1_negative_sd,f1_neutral_mean,f1_neutral_sd,f1_positive_mean,f1_positive_sd,effective_missing_rate_mean,effective_missing_rate_sd
robust,valid,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.6446886446886446,0.00482401728610477,0.6144271149535753,0.015311568372365577,0.567529693487247,0.011258990369603532,0.7636478158286821,0.008827229847383865,0.6861860149708671,0.008078436522319937,0.6797005172646315,0.004450942659427468,0.43927944154874216,0.03887061356953254,0.724301386047352,0.0028222175404228004,0.1289223424325261,0.0
robust,valid,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.6460622710622711,0.003456883898933481,0.6165614932566802,0.01027982948155745,0.5676470986130774,0.011286874706914866,0.7639100522931216,0.008567535516504549,0.6858609087932171,0.007844270951019937,0.6802094317566415,0.0033733812943878756,0.44347393874134927,0.02783627070187251,0.7260011092720496,0.0025433872808392375,0.19214183960266432,0.0
robust,valid,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.646978021978022,0.0027472527472527375,0.6167294838005032,0.010620051785185271,0.5673787154213802,0.010690776471350706,0.764008613292742,0.00849732350525948,0.685644564801945,0.007798060781152423,0.6785211303508869,0.004358697829125877,0.4443693753316245,0.029570533910803987,0.7272979457189983,0.0010941289323788495,0.256150617949409,0.0
robust,valid,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.6442307692307692,0.0049526803234395895,0.6133456729729361,0.013319863876177646,0.5673664537921117,0.010959003939131738,0.7634449080336352,0.008642322051191625,0.6864586414609088,0.007846469706534128,0.6785460441580065,0.004603169189987106,0.4370794664783257,0.033904689815318495,0.724411508282476,0.002826228050936905,0.03338081854233242,0.0
robust,valid,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.6428571428571428,0.0036342737789349273,0.6126574143598846,0.012560825708282097,0.5674810198096442,0.011072148275873364,0.76367323160867,0.008877933214826427,0.6862096579199819,0.008060267425763943,0.6785418249089484,0.003556154342857018,0.4366457398099477,0.030816442348868565,0.7227846783607575,0.003360342561060958,0.06622261579332384,0.0
robust,valid,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.6469780219780219,0.005987498548819649,0.6171328006186799,0.014596326388616531,0.5668541886894912,0.011054909842444996,0.7630087111983603,0.008713641044426361,0.6867823280822617,0.007896604243734024,0.6796459251931597,0.003975795227565013,0.44546000259246665,0.03547640012260566,0.7262924740704131,0.004926276424805924,0.09879490239864475,0.0
robust,valid,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.6442307692307693,0.0013736263736263687,0.6146735389753135,0.010760134651770064,0.5674483667293243,0.010728920847301319,0.7633882767116301,0.00841136196283288,0.6863225147830591,0.007773279159902433,0.6768294677614577,0.0028360387061001397,0.4434469312207059,0.031427877836755276,0.7237442179437767,0.0018416940216980627,0.13167520117044623,0.0
robust,valid,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.6245421245421245,0.003965317782895767,0.5960813213337376,0.009823756167158346,0.5869962751972847,0.011224098407703489,0.7899718786355602,0.010118519909029873,0.656717442573759,0.010185977352423319,0.6528942436977786,0.023611536692197014,0.42848984743394686,0.025843180315363572,0.7068598728694871,0.008511883860394464,0.10093173680360375,0.0
robust,valid,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.6108058608058609,0.008723699122370752,0.5840407789946768,0.014065318170186053,0.596662792908079,0.007300831986833711,0.80550434482595,0.0013441192607639306,0.6395983421270462,0.0029773272658823995,0.6400726473615129,0.00946954744386006,0.4202833832072201,0.048566804753910564,0.6917663064152973,0.007430269570159544,0.2008239325453355,3.3993498887762956e-17
robust,valid,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.5938644688644689,0.01592063979003087,0.5717927944079024,0.015990176388070473,0.6150268802437214,0.009921808181134167,0.8339325500154939,0.017562051161262835,0.6068968736242643,0.019666970345872628,0.6351156455317558,0.005492500091524356,0.4090460285679814,0.04289062161068906,0.6712167091239704,0.021135444558731935,0.2992530704962846,0.0
robust,valid,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.5810439560439561,0.010728364939432243,0.558116186891985,0.012828822221657746,0.6289276962544625,0.009385055085809944,0.857692126332053,0.011906543483608449,0.574391684348095,0.014525499661750166,0.6009125422610108,0.00123862836725085,0.40801050064638916,0.025720029284894738,0.6654255177685552,0.0119450223934325,0.39970353828976246,0.0
robust,valid,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.6341575091575091,0.002098248944576842,0.606315723274126,0.007093275984496229,0.5793176619489524,0.007789825928921002,0.7782905720830556,0.009860985628165043,0.668939728779392,0.009060480712929187,0.6657620039684627,0.01640923120150462,0.4402036261264221,0.031771457410922264,0.712981539727493,0.00554040444668456,0.069514495822585,0.0
robust,valid,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.6304945054945055,0.013736263736263743,0.6026786748873981,0.014503519509445341,0.5866781361170809,0.003414807408844761,0.7993704380138591,0.0013931829296756379,0.6452245828908051,0.001433238106825682,0.6580668125609724,0.010715460701265816,0.4436940789033785,0.03772826150717542,0.706275133197844,0.012412742565173997,0.13812420590613328,0.0
robust,valid,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.5998168498168499,0.030167704047672363,0.5741398862362798,0.03033448796439856,0.6120929988693862,0.019707984936952198,0.8304447343469454,0.03444346715164816,0.608696660087373,0.0390388214260661,0.6111582776992899,0.06214655501365241,0.42535196205899445,0.02525077588887203,0.6859094189505552,0.02080861200185642,0.20590613329226504,0.0
robust,valid,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.5700549450549451,0.01547998306261628,0.5473197939288108,0.009806866590241919,0.6415710307187794,0.014411991682294801,0.8743703950061342,0.02348639058225733,0.5554839184856947,0.027628451689269327,0.5774354701633583,0.033769292260823064,0.4110464698699993,0.0165819215214074,0.6534774417530748,0.011031999142005628,0.2752281215107997,0.0
robust,valid,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.6263736263736264,0.004120879120879106,0.5988868477762397,0.013578389602290866,0.5917961257475773,0.005453359639860311,0.8031373787611734,0.012515368830101537,0.6438630626400491,0.01347592320326376,0.6554003889033493,0.006670746051276455,0.4354619359908127,0.03671430621942117,0.7057982184345573,0.0011301578099155876,0.06755091826127133,0.0
robust,valid,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.6085164835164835,0.011974997097639235,0.5808055414010547,0.02245040012372789,0.594629457530876,0.01490141810705597,0.8071770562449196,0.024250618443394854,0.637891725029261,0.024320653956457144,0.6524532880793209,0.0053930684650518885,0.40843148561974313,0.05905921469272436,0.6815318505040997,0.006916507657360588,0.1346013167520117,0.0
robust,valid,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.6002747252747254,0.010902821336804655,0.5738367432563378,0.010130241834746544,0.6171647673805377,0.003950100538422591,0.8399187297293751,0.00965099967315021,0.5998254029004998,0.00998976521161014,0.6269077637056105,0.00821661460002548,0.40977816751324814,0.03289969363861951,0.6848242985501548,0.013214566993300423,0.20045816809763986,0.0
robust,valid,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.5801282051282052,0.009350081436200641,0.5568901015448344,0.018003617727740662,0.6452453102628213,0.01689335640007927,0.870814107667573,0.020469212878374218,0.5610242913166759,0.025784872031728655,0.5937527079824729,0.009157264633178609,0.41170904600896313,0.045989229347479926,0.6652085506430672,0.0048339946142492,0.26802833711931623,0.0
robust,valid,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.6282051282051282,0.005718862635895949,0.5975963598192847,0.01060868064371515,0.5823521395128616,0.009868249620840385,0.7803631394153575,0.007859690607557947,0.6675048625283854,0.00696033033067955,0.6695676899451765,0.006988452481058699,0.4125605177602642,0.029363649921977514,0.7106608717524137,0.010345047043469014,0.03613367728025257,0.0
robust,valid,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.6181318681318682,0.014472051858314208,0.5907276096716202,0.020291405974025574,0.6073322287639569,0.011485111849695948,0.8235068805409149,0.020259772991654577,0.6197155018349032,0.02285141867947039,0.6448351408362402,0.043640027369648934,0.42963508663142785,0.04412586198843322,0.697712601547193,0.005980723878253879,0.07190159011280946,0.0
robust,valid,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.6057692307692308,0.004120879120879162,0.5833541938063033,0.005015285807547057,0.6235860641956186,0.013038442800981896,0.8424964470700349,0.02459074299771894,0.5967190756868421,0.026504029197594047,0.632118231877239,0.0035437470426494476,0.4394095927270967,0.023171982765470115,0.678534756814574,0.009048661511065967,0.1071112308936203,0.0
robust,valid,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.5732600732600732,0.017393241678775255,0.549976369874122,0.010689135021449305,0.6386773551433883,0.0013085723054126403,0.8696473393266024,0.0070821346842394545,0.5618827418147582,0.011044520893904916,0.5832301882001968,0.020651159382847926,0.409606293908838,0.02162405643116594,0.6570926275133315,0.021480702386439645,0.14355292034035344,0.0
robust,valid,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.6456043956043955,0.0047583813394749845,0.6148931549228845,0.01354554072822281,0.5674349293560507,0.011311876211268031,0.7636168914583742,0.00895928835449162,0.686315738329682,0.0081735352824239,0.6785460441580065,0.004603169189987106,0.4400629178446456,0.033381305087335764,0.7260705027660016,0.003054224152116391,0.03141724098101875,0.0
robust,valid,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.646062271062271,0.005551444896054134,0.6158963944142842,0.01490157948893763,0.5673476892144798,0.011142650439915601,0.7634261263033867,0.008705499157731458,0.6864587439678873,0.007998566705576542,0.6797005172646315,0.004450942659427468,0.44246038158231543,0.03597003433892846,0.7255282843959058,0.004343368465016119,0.06269972663920224,0.0
robust,valid,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.646062271062271,0.006344508452633292,0.6154361121451172,0.016233618784041854,0.5671772353334911,0.010686690333966124,0.7631887864354207,0.008401976921753476,0.686621042917484,0.007760241524721699,0.6791450678824553,0.006551918074233194,0.44108431927461167,0.03922930006779295,0.7260789492782845,0.003236192314750639,0.09334693720401956,0.0
robust,valid,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.6451465201465201,0.005551444896054139,0.6148660960295893,0.014792131560270698,0.5675513771709717,0.011111393981378814,0.7641712469271162,0.008800283884998077,0.6856779980362046,0.00801815018544797,0.6779956901192804,0.004014170296446699,0.44066867677571503,0.03669331174040019,0.7259339211937726,0.003961542629509168,0.12447541677896277,0.0
robust_noaug,test,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6790463090325538,0.010324007564601317,0.644199084949525,0.002580746819818034,0.6211651311781649,0.010334715569542543,0.8472989574315327,0.02173699052023697,0.6930905932958012,0.012344609716812394,0.7133642524483456,0.007682507829534055,0.464188692876703,0.02571097778225676,0.7550443095235267,0.022017683646786173,0.6409648004706344,0.0
robust_noaug,test,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.6845483723062816,0.009362942621119752,0.6479294684597959,0.0037428468110434015,0.6119005846603509,0.008405074488008653,0.8359436540442177,0.018737300817163512,0.7001754491108679,0.013750721022886544,0.7200401394231521,0.004115965264280075,0.4624880567928175,0.027679155757061757,0.7612602091634182,0.01806968796634963,0.33052260025492697,0.0
robust_noaug,test,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.6895919303071985,0.010324007564601317,0.6524923351329573,0.00361671937680058,0.6093336637193788,0.006550230302381167,0.8331856970717859,0.01620319313817466,0.7019670158576594,0.013319066442421585,0.7200988725866289,0.004547516694183718,0.4709189383438575,0.01129630464999859,0.7664591944683852,0.016310234525285256,0.0,0.0
robust_noaug,test,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,0.21733149931224208,3.3993498887762956e-17,0.11902071563088512,0.0,0.9165988445968626,0.01729652271751942,1.1775197844650258,0.007659997241191967,-0.02695414392337853,0.023342973374907764,0.0,0.0,0.35706214689265536,0.0,0.0,0.0,1.0,0.0
robust_noaug,test,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.34387895460797796,0.031636863823933964,0.29440100041423106,0.04005554105106195,0.8903140937512358,0.013476751476566332,1.14716538208316,0.005669914764789166,0.21101853644774707,0.019217171199468936,0.09842744109498791,0.06498331687175571,0.3400349509455798,0.011620224843334557,0.4447406092021254,0.0657736684113863,0.6895577997842924,1.3597399555105182e-16
robust_noaug,test,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.30949105914718017,0.03799512329280092,0.2646118520942388,0.06932535234240761,0.902944961648156,0.007396412270566375,1.1603158829246005,0.0034108867934949153,0.1429336232084121,0.016192033337439342,0.11967418546365914,0.13741210056843428,0.3635569603825777,0.009339467602496623,0.3106044104364796,0.08315288136780623,0.669477399745073,0.0
robust_noaug,test,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.3901879871618523,0.028863990344864077,0.3704222724564312,0.030044070910428877,0.8873512688089044,0.005392576189712174,1.1408990967927766,0.0012543568031987496,0.23054048308311845,0.013019324552723931,0.27489895938234304,0.049113750996892976,0.3563306458813144,0.017027601078032466,0.48003721210563616,0.05793411229550807,0.35903519952936563,0.0
robust_noaug,test,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.6817973406694177,0.012405088728536129,0.6465750260801221,0.003255142911588378,0.6178564396812822,0.009533906232011672,0.842869754335227,0.018948748821766146,0.6955046322889858,0.012253409340799798,0.7170090410894546,0.005025159234652778,0.46683171430671483,0.01531473541422798,0.7558843228441964,0.021864060987911518,0.3104422002157074,0.0
robust_noaug,test,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.6895919303071985,0.010324007564601317,0.6524923351329573,0.00361671937680058,0.6093336637193788,0.006550230302381167,0.8331856970717859,0.01620319313817466,0.7019670158576594,0.013319066442421585,0.7200988725866289,0.004547516694183718,0.4709189383438575,0.01129630464999859,0.7664591944683852,0.016310234525285256,0.0,0.0
robust_noaug,test,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.6905089408528199,0.00901986041857223,0.6537016107973798,0.0041229643134353625,0.6088122890528559,0.006559046762994848,0.8324755727690611,0.016313298001191162,0.7024317680726249,0.013501589059443675,0.7224495443673526,0.0012174762976139596,0.47214858627951783,0.016806965346692602,0.7665067017452687,0.01420607481536506,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.6882164144887666,0.01032400756460126,0.6515359830622435,0.0028758259753235665,0.609860641371966,0.006087231719024671,0.8334721415721251,0.015954830688190123,0.7015739574521179,0.013108384981839498,0.7207924304877608,0.002666865393073587,0.46943724605688325,0.010151700673340978,0.7643782726420861,0.01621497913939102,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.6882164144887666,0.012405088728536186,0.6513717657356487,0.004160692580710009,0.6093315978810799,0.006515877436404582,0.8330124090730323,0.01620525657391904,0.7019936836010282,0.013307311354928483,0.7200988725866289,0.004547516694183718,0.46901886781366836,0.010009488233233983,0.7649975568066484,0.01905089964281667,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.6400733608436496,0.021412736228951144,0.6104671849698905,0.011960309353470937,0.685768579813946,0.017215656569120476,0.9324657241901458,0.014074358644162501,0.6036557406979711,0.012485457676207854,0.6318518486148543,0.020713233701214695,0.47081009041793354,0.012738596274821469,0.7287396158768836,0.03504051367433019,0.10753995489753898,0.0
robust_noaug,test,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.6171480972031178,0.021056327378642856,0.5869726886686663,0.01345869009520411,0.6909119686293718,0.021316354722338993,0.9325782418979265,0.027912072641152422,0.6035755018656064,0.032924342978840816,0.6194414574981376,0.03332249024733043,0.43046790840303467,0.013078894271162093,0.7110087001048263,0.031834365510458346,0.10753995489753898,0.0
robust_noaug,test,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.605685465382852,0.016410389883698563,0.5814928082780892,0.00905244838770625,0.7078818929924405,0.021311059548118367,0.9476101520831991,0.02334537543360578,0.5854715640789573,0.03322994799376553,0.6052129655544153,0.02221040247676322,0.4472908154593595,0.011779877113280442,0.6919746438204927,0.030712810334924817,0.10753995489753898,0.0
robust_noaug,test,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.6886749197615772,0.010139085001144417,0.6508084468039943,0.005412806867581022,0.6095411706372501,0.006519296172405851,0.8334278157444416,0.016359690027525867,0.7017104119945388,0.013560549095237089,0.7218259883033821,0.0018286325563760138,0.4645544954977065,0.01963473259052577,0.7660448566108943,0.016690340659128666,0.09283263065006374,0.0
robust_noaug,test,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.6886749197615772,0.00966130559638031,0.651204152474896,0.0038967038856625802,0.6094051473767611,0.006468311018580737,0.8333996172527143,0.016008133516155397,0.701742686088031,0.013260056119912933,0.7200988725866289,0.004547516694183718,0.46732593735459066,0.017614474190156333,0.7661876474834687,0.016250638859334855,0.09283263065006374,0.0
robust_noaug,test,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.6891334250343878,0.01375515818431916,0.6520817266152644,0.0060490385847423314,0.6093473897133226,0.00659554704428154,0.8333823021449035,0.016181904496792906,0.7017419606124919,0.01338712685098865,0.722306731853406,0.0013048569721802621,0.4680109183782035,0.008655197782841588,0.7659275296141838,0.01967068529291143,0.09283263065006374,0.0
robust_noaug,test,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.6882164144887666,0.009661305596380315,0.6506661720147827,0.0015120470917476812,0.6091997369227983,0.006350633274058187,0.8331663397506733,0.01596604747318672,0.7018302097496752,0.013131588263733198,0.7218259883033821,0.0018286325563760138,0.46533630620587146,0.01394310300309836,0.7648362215350949,0.015667948451698197,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.6872994039431454,0.011453458043830186,0.6514462031574096,0.00512911078041674,0.6090059898117304,0.0065315206311347225,0.832794026217368,0.01610169318024237,0.7022315599954497,0.013345972504030376,0.7216749292986478,0.0013103431736713371,0.47000451481325795,0.012982939653907543,0.7626591653603233,0.016313628030877193,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.6909674461256304,0.008404540476764526,0.6543082848224683,0.004744000556623832,0.6093345172276249,0.006422720196395874,0.8330976473879902,0.016115422794370213,0.7019100396116477,0.013264175510240433,0.7218259883033821,0.0018286325563760138,0.47459216441875407,0.01978370398437099,0.7665067017452687,0.01420607481536506,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.6886749197615772,0.007575750408921736,0.6507062680417147,0.0023608783540925095,0.6101095402422833,0.006547881671700831,0.8333134376795447,0.01627009491057791,0.7016396527667448,0.013643018994670877,0.7202774474584136,0.0029840770461133353,0.4652263734271078,0.017767032378313934,0.7666149832396231,0.014545156913446544,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.6368638239339752,0.01860763309280425,0.6097968188015218,0.0100982146848328,0.6797240497198525,0.01014431047365112,0.9212558006700061,0.020744201565351686,0.6144908243740405,0.02020018185784936,0.6330953900088129,0.009108715978698735,0.47311503132326377,0.013384469618479167,0.7231800350724886,0.02543866253155854,0.10753995489753898,0.0
robust_noaug,test,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.6474094452086199,0.008059787176179266,0.616240133134497,0.004566359724825437,0.651011181009719,0.00398493687228879,0.8782967660180067,0.0037634929372491765,0.6619946884129941,0.004887994438446366,0.662985958692795,0.013026786279582,0.45003633432657736,0.006020882101268472,0.7356981063841186,0.006645785841970206,0.10753995489753898,0.0
robust_noaug,test,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.6162310866574966,0.010743121975112357,0.5876535573239351,0.0049416074306448685,0.7011432604499568,0.006585628985884183,0.9397652486141154,0.006537392178620717,0.5935892640280088,0.00838084148654743,0.6169120677381889,0.03977302606041882,0.4381768646447086,0.006259098822025303,0.7078717395889079,0.029759219492130642,0.10753995489753898,0.0
robust_noaug,test,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.5520403484640074,0.04120429516489861,0.5180776087004865,0.01234412319097294,0.7755379003597742,0.024810197657385784,1.0274699161386203,0.01615304207464263,0.5126747883650734,0.015985224885743412,0.5490605875732119,0.06422414773191225,0.37848209991067133,0.026969257305591274,0.6266901386175762,0.09511096032689179,0.10753995489753898,0.0
robust_noaug,test,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.6909674461256304,0.010684255110253161,0.6541281560344933,0.005741916738172464,0.609318348061992,0.006442617947101864,0.8331935726837388,0.016114577502525342,0.7018459030660479,0.013347998600048271,0.7218259883033821,0.0018286325563760138,0.4723552875164609,0.01658544606585896,0.7682031922836366,0.01623397497220212,0.09283263065006374,0.0
robust_noaug,test,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.6895919303071985,0.013073431847210692,0.6525787039366778,0.005307707346224232,0.609171634625365,0.006920151377175764,0.8328845565273205,0.01630909810944948,0.7022939549961974,0.013521788900256158,0.7212056547513699,0.0027405846066433956,0.47004898816305557,0.009311847485244275,0.7664814688956078,0.018884995443355646,0.09283263065006374,0.0
robust_noaug,test,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.6891334250343878,0.009019860418572171,0.6520974928235078,0.0036729442605450834,0.6094756560491509,0.006393670885172451,0.8332945313636522,0.015970532773496846,0.7018108192975112,0.013233663365093046,0.7207179426357508,0.00352251154796538,0.4696681471589566,0.015188141486666654,0.7659063886758162,0.015353556606067827,0.09283263065006374,0.0
robust_noaug,test,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.6854653828519028,0.007058598953847183,0.647535648715627,0.005416944361341535,0.6102679139276449,0.006564069084591895,0.8339028723984777,0.01595114690669197,0.7014188075550819,0.013165129199708865,0.7195510660663444,0.004397877843598471,0.46059457450761804,0.02284233147282807,0.7624613055729182,0.014429459795166582,0.09283263065006374,0.0
robust_noaug,test,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.6886749197615772,0.008949665885347626,0.6509858643454461,0.0018059651217020355,0.609328133611761,0.006689126527961826,0.8331031717832268,0.01607062006539482,0.7019887608498839,0.013228652602932515,0.7212056547513699,0.0027405846066433956,0.46631132615368615,0.014186361219666424,0.765440612131282,0.014754868857181986,0.06439847043827826,0.0
robust_noaug,test,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.6891334250343878,0.011259082217156014,0.6519328694895107,0.0020420845826898946,0.6092301477114032,0.006971413622697178,0.8328398291744428,0.01625448607192713,0.7021167409754803,0.01351666161862058,0.7201903878649812,0.0016346982731550049,0.46984090037199405,0.008782098017962685,0.7657673202315567,0.01579738111757335,0.12918913618982253,0.0
robust_noaug,test,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.6891334250343878,0.013547259699857093,0.652100306826341,0.00767856111097446,0.6088349227859702,0.006474315459565384,0.8329567216386756,0.016185720755510145,0.7019622910522928,0.01347424993510864,0.7202629148967089,0.0004754277668276048,0.4702721741914826,0.015634658210660138,0.7657658313908314,0.01872182094254277,0.19164623982743403,3.3993498887762956e-17
robust_noaug,test,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.6900504355800092,0.009158635651278405,0.6528853279489676,0.00460497836238921,0.6092519933637104,0.006899776797873867,0.8334247267303287,0.016030316146033483,0.7015594197029283,0.013405537613084176,0.7230381261034232,0.0005170737816068767,0.46916620563667494,0.022963934938818462,0.7664516521068047,0.015583825204558093,0.2562604176880086,0.0
robust_noaug,test,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.6895919303071985,0.009661305596380315,0.6523334341504455,0.0019455778217593114,0.6094497903444451,0.006658569258025303,0.8333380977245645,0.016392279865967203,0.7018291417530813,0.013465229905164324,0.72106966895169,0.0052416443124150055,0.46978818283166107,0.010176119248378194,0.7661424506679856,0.014733354731657359,0.033218943033630745,0.0
robust_noaug,test,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.6891334250343878,0.009019860418572171,0.6517276443820731,0.003394225873540408,0.609470691281238,0.006551816427137485,0.8333213907277993,0.01623762419874882,0.7017626597396623,0.013333212822661486,0.7200988725866289,0.004547516694183718,0.46898891469164466,0.01563577118720208,0.7660951458679456,0.015655798655062253,0.0666339837238945,0.0
robust_noaug,test,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.6895919303071985,0.009661305596380315,0.6528684902775256,0.0014798258869546858,0.6091033365907971,0.00688537716858257,0.8328254930808664,0.01644167767729,0.7021653557912737,0.013594302665628137,0.72106966895169,0.0052416443124150055,0.4718829865830984,0.013076757590409117,0.7656528152977886,0.01667891110181168,0.09881360917737032,1.6996749443881478e-17
robust_noaug,test,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.6895919303071985,0.009158635651278418,0.6530492394913451,0.0004992473404535645,0.6094786320402638,0.006390568312519997,0.8330238351662915,0.01606916750393862,0.701913942177281,0.01328623276578943,0.7206734721144232,0.0037460451869662935,0.47240620613785517,0.014132713200669163,0.7660680402217567,0.014796960515599646,0.1321698205706442,0.0
robust_noaug,test,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.6556625401192114,0.01606077935638426,0.6213375943660563,0.006720626758896069,0.6485049965902855,0.02394908610663811,0.8776426738574025,0.0374258412634967,0.6601058566685092,0.036956836536374764,0.666805678482671,0.02163556692662689,0.45767112707630203,0.0303027566164206,0.739535977539196,0.024143750511550502,0.10053926855574076,0.0
robust_noaug,test,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.635946813388354,0.019076243982315205,0.6046040207694299,0.011142440362755548,0.6708349877014476,0.0003511406856443646,0.9060785418635539,0.011537716261807388,0.6320571160771941,0.013738441468171035,0.6401386995236412,0.022600181660396096,0.4514953253304508,0.00553506500734991,0.7221780374541975,0.028810540165520298,0.20092165898617512,0.0
robust_noaug,test,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.6327372764786795,0.007147389852416258,0.6081327969820346,0.005904677267022232,0.6901570664439478,0.01478981777280863,0.9379188959257716,0.03230228889639092,0.5942297465100467,0.03748308676467877,0.6272594839175952,0.03988746454383612,0.4819268352732686,0.019152323371676584,0.71521207175524,0.011645628819266009,0.29918619472497304,0.0
robust_noaug,test,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.6038514442916093,0.01125908221715606,0.5820121604836813,0.004339536169206322,0.7083099193508912,0.01626370769969659,0.9656952179945311,0.028824810027141975,0.5635078202215819,0.03717967016105117,0.6004508137394793,0.021540020510654137,0.4542086408874037,0.01359462387718769,0.6913770268241612,0.022026189307910907,0.3999019511716835,0.0
