model,split,condition_id,group,missing_modalities,requested_rate,position,duration,accuracy_mean,accuracy_sd,macro_f1_mean,macro_f1_sd,mae_mean,mae_sd,rmse_mean,rmse_sd,pearson_mean,pearson_sd,f1_negative_mean,f1_negative_sd,f1_neutral_mean,f1_neutral_sd,f1_positive_mean,f1_positive_sd,effective_missing_rate_mean,effective_missing_rate_sd
baseline,valid,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.6277472527472527,0.011736268880930633,0.6073564979256897,0.008855093909191694,0.5882860196378226,0.010330667248844055,0.7868853342886957,0.015288439399787966,0.6740837789703785,0.00482386523055406,0.6724971470069508,0.02337960214283199,0.44785280212677847,0.03131879786503429,0.7017195446433394,0.014390913725628266,0.3117083124783429,0.0
baseline,valid,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.6286630036630036,0.011187538207757,0.6095907850358443,0.0021927121324525505,0.5779588355549744,0.008212721323898827,0.7744579899476793,0.015046483368883251,0.682595148331027,0.003423052469497725,0.6676084073514185,0.02083528195964545,0.45797467574892853,0.02412008640065727,0.7031892720071858,0.01569125338901278,0.0,0.0
baseline,valid,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.6295787545787546,0.007565344158360003,0.6104185643836563,0.006583285332263152,0.5774708442196367,0.008051337758366115,0.7740451096632134,0.015390518216163458,0.682896063040038,0.0035304824805590753,0.6714325438906563,0.02284550548779828,0.4565979008591219,0.035692321301813275,0.7032252484011906,0.014061005123499058,0.09879490239864475,0.0
baseline,valid,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.6286630036630036,0.009937057881964573,0.6097889584358801,0.002464255630015896,0.5781975309364498,0.008825080656603297,0.7744906733669173,0.01630235968286238,0.6825765948079313,0.0043877125427354636,0.6716195025018555,0.018047784220442117,0.4566112370080731,0.02836171929576454,0.7011361357977118,0.01663620555355548,0.09879490239864475,0.0
baseline,valid,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.6282051282051282,0.0104009310362642,0.609202775440486,0.0025339286958273094,0.5776305367177413,0.007946017631942881,0.7744674586638703,0.014688124323521989,0.682628673042673,0.002986636423760938,0.670311963181192,0.021686596709091895,0.4561572649234688,0.029253720917819998,0.7011390982167972,0.01612062481926875,0.09879490239864475,0.0
baseline,valid,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.5801282051282051,0.011519913576382004,0.5691611340826145,0.002958939290562901,0.6227197884530812,0.00840227065200173,0.8430913720158667,0.021138327598794186,0.6063028077637141,0.02332750841488425,0.6061649775146137,0.024647388916652448,0.4527557549476882,0.029046882929903182,0.6485626697855413,0.013624182971948149,0.1071112308936203,0.0
baseline,valid,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.5769230769230769,0.004120879120879162,0.5649348174574843,0.006836189509608328,0.6329039512897224,0.0154340356237414,0.8585122417136833,0.022690063991102637,0.5860316741497814,0.009927904030600792,0.6038735039682285,0.005026257806272071,0.4418771539488649,0.03401983772856125,0.6490537944553596,0.01113580238387539,0.1071112308936203,0.0
baseline,valid,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.5723443223443223,0.025710430661843302,0.5562461593770269,0.015673245794606484,0.6302399756438047,0.0030623807537100405,0.8602386665361986,0.00943167982362832,0.574363590751215,0.017405959947626535,0.5674758274985917,0.02704109300590166,0.44506946995271496,0.016341390092221932,0.6561931806797738,0.02796906276887178,0.1071112308936203,0.0
baseline,valid,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.6277472527472527,0.010902821336804593,0.6084371907877196,0.0028260039347418058,0.5779645292744239,0.007480464894336585,0.7744743541579924,0.014810526915305327,0.6824887717792006,0.003544110960577765,0.6676084073514185,0.02083528195964545,0.454854694332198,0.025076539611457407,0.7028484706795425,0.01515286142520671,0.09334693720401956,0.0
baseline,valid,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.6282051282051282,0.0104009310362642,0.609636874840715,0.0022863088691037563,0.5779666988436651,0.007671802698697776,0.7744220351510743,0.014492117552130602,0.682547570708782,0.0033237328540244755,0.6698798270713043,0.01962851362563658,0.45741699886201287,0.02273526072569258,0.701613798588828,0.0158747620245683,0.09334693720401956,0.0
baseline,valid,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.6272893772893773,0.010125157686582374,0.6081301055473266,0.002831678191371237,0.577859357559726,0.008069188705107956,0.7744765630023336,0.01504778411317322,0.682440646015134,0.0035001398695253343,0.6688076849630219,0.018764508470365097,0.45439158612920716,0.0246185960234387,0.7011910455497509,0.013787402716617369,0.09334693720401956,0.0
baseline,valid,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.6295787545787546,0.015130688316720072,0.611144379421578,0.006108372062160224,0.5783951114031619,0.007823795740687395,0.7747961683267698,0.014681031398654858,0.6822919911516734,0.0036300179636298145,0.6692203240470596,0.02229367154970703,0.46103623887293654,0.013870188740369037,0.7031765753447378,0.018356204839910205,0.09879490239864475,0.0
baseline,valid,position__audio__r0p30__prefix__medium,position,audio,0.3,prefix,medium,0.6282051282051282,0.009146055107801332,0.6103012524794934,0.008495647416036613,0.5784083077498122,0.00894592322275915,0.7755272709330816,0.015965790789415582,0.6818497506120527,0.003962445834502907,0.672060557202545,0.021591428034335693,0.4583109887271437,0.032191581408647425,0.7005322115087914,0.011384606211347133,0.09879490239864475,0.0
baseline,valid,position__audio__r0p30__random__medium,position,audio,0.3,random,medium,0.6282051282051282,0.009146055107801332,0.6096609933578497,0.0018334963271000788,0.5781690153692449,0.008866080493509385,0.7747152536450512,0.015410524431038667,0.6824390108338659,0.0036951686521734294,0.6693082817620865,0.019282283691738157,0.45846285959639327,0.03150051990679306,0.7012118387150695,0.016233022448955668,0.09879490239864475,0.0
baseline,valid,position__audio__r0p30__suffix__medium,position,audio,0.3,suffix,medium,0.6272893772893773,0.006491504981116197,0.6074487316482381,0.005653135824505702,0.5771680227463771,0.00832036674739402,0.7731059333635617,0.014457687639018108,0.6834336872553518,0.0032138762884083663,0.6676782899120456,0.01813641517894105,0.4525583848184807,0.04104873497784344,0.7021095202141878,0.014073622023463777,0.09879490239864475,0.0
baseline,valid,position__text__r0p30__middle__medium,position,text,0.3,middle,medium,0.5984432234432235,0.022668303652905775,0.5854228964719738,0.012431458362104303,0.6279779993643261,0.01515491425838915,0.84256617368304,0.01629005945346453,0.6061502788339251,0.004196459609563281,0.6175347129545603,0.02776318342925942,0.47160534237161666,0.016292521271865066,0.6671286340897442,0.03269812702252575,0.1071112308936203,0.0
baseline,valid,position__text__r0p30__prefix__medium,position,text,0.3,prefix,medium,0.6130952380952381,0.020573847929176704,0.5976836503805664,0.01314046563507863,0.6154774175065607,0.003934935018876818,0.8325488131594158,0.0008833757628539529,0.6091257968707886,0.00522019574950809,0.6339916592083549,0.02494737722772206,0.47455724895193024,0.011138746677677504,0.684502042981414,0.024372886560326934,0.1071112308936203,0.0
baseline,valid,position__text__r0p30__random__medium,position,text,0.3,random,medium,0.5773809523809524,0.03434981562914113,0.565161861833101,0.023840686809725786,0.6368940607678732,0.014562363531170557,0.8702391428263478,0.029315435880891194,0.5695106353131821,0.0262532815554469,0.5869139179153907,0.027739530324486502,0.4627625511346441,0.015949660786566375,0.6458091164492681,0.04805762513271256,0.1071112308936203,0.0
baseline,valid,position__text__r0p30__suffix__medium,position,text,0.3,suffix,medium,0.559065934065934,0.01687940347176448,0.540242455836156,0.008348006483609878,0.6717218148859811,0.008532986822869496,0.8997710916427936,0.007724816101813916,0.5164749296623853,0.009752650891576812,0.5397619275890984,0.029886894446823745,0.44830272102999374,0.03689340077863891,0.6326627188893762,0.02839885754207646,0.1071112308936203,0.0
baseline,valid,position__vision__r0p30__middle__medium,position,vision,0.3,middle,medium,0.6268315018315018,0.011682555697960648,0.6081777035766832,0.0036753026525290517,0.577475366129748,0.007992043265243918,0.7738741172255504,0.015025090488253859,0.6829193884026714,0.003551888394613172,0.6686677170539971,0.02192121219121362,0.4552631846718968,0.02238822698875075,0.7006022090041558,0.015297583679626317,0.09334693720401956,0.0
baseline,valid,position__vision__r0p30__prefix__medium,position,vision,0.3,prefix,medium,0.6263736263736264,0.009615384615384581,0.6077620862931638,0.002913065407787113,0.5785382701524946,0.008223289588590199,0.7752157881346803,0.0145100797939044,0.6818101498984926,0.00324486485468103,0.6693602919560845,0.01919226364013409,0.4546975964177505,0.024074830313545122,0.699228370505656,0.014915734145939058,0.09334693720401956,0.0
baseline,valid,position__vision__r0p30__random__medium,position,vision,0.3,random,medium,0.6295787545787546,0.00893737238825232,0.6106588785087174,0.005072684710236532,0.5776654140552123,0.00792816274042009,0.7743099832677424,0.01488953111898959,0.6825991034095821,0.0032876660142021293,0.6681193698189029,0.021346297086175428,0.4601034923856811,0.030612150787903948,0.7037537733215681,0.011053057312578852,0.09334693720401956,0.0
baseline,valid,position__vision__r0p30__suffix__medium,position,vision,0.3,suffix,medium,0.6304945054945055,0.010902821336804655,0.6125368450465963,0.002469889524570245,0.5790203690610745,0.008331365833256785,0.7756262435580377,0.015092251644533266,0.6818229245758608,0.003598329938598695,0.6715837217662036,0.018018863518907437,0.4632385042046878,0.02036107581095308,0.7027883091688976,0.01491163866200016,0.09334693720401956,0.0
baseline,valid,rate__audio+vision__r0p10__random__medium,rate,audio+vision,0.1,random,medium,0.6277472527472527,0.010728364939432179,0.6083142495965449,0.0015722438409296858,0.5781831762134251,0.008223631354727805,0.7746365125750834,0.015264054010498827,0.6823739652191914,0.0037200518671648927,0.6688076849630219,0.018764508470365097,0.45370618696651244,0.02715706316044668,0.7024288768601007,0.016546363211412493,0.06479805952335117,0.0
baseline,valid,rate__audio+vision__r0p20__random__medium,rate,audio+vision,0.2,random,medium,0.63003663003663,0.011102889792108212,0.6110703131043307,0.0010987967794716742,0.5782632700729632,0.00864782067826485,0.7745738821559492,0.01542978779050874,0.6825518933677402,0.0037205861477934876,0.6697924280659722,0.02130836556271576,0.4592129790772324,0.024669096460897058,0.7042055321697877,0.01559834676469899,0.1289223424325261,0.0
baseline,valid,rate__audio+vision__r0p30__random__medium,rate,audio+vision,0.3,random,medium,0.6277472527472527,0.008578293953843923,0.6088721880496895,0.0043529949489847595,0.5780154638484482,0.008280525227374567,0.774816677076602,0.014629574532405999,0.682182335243683,0.003357286401467742,0.6715184357244555,0.019557167147179876,0.4545326211670527,0.02983797204618567,0.7005655072575602,0.014788819329748426,0.19214183960266432,0.0
baseline,valid,rate__audio+vision__r0p40__random__medium,rate,audio+vision,0.4,random,medium,0.6240842490842491,0.012983009962232395,0.6056741432604628,0.002256436872752506,0.5783439112938907,0.008604763472650783,0.7752793497321732,0.014973862858675002,0.6814131556657346,0.003943859486055328,0.6692993628897245,0.020830043278708896,0.45135004386358846,0.023997383658808605,0.6963730230280752,0.020494142176120188,0.256150617949409,0.0
baseline,valid,rate__audio__r0p10__random__medium,rate,audio,0.1,random,medium,0.6286630036630036,0.010125157686582374,0.6095625849922516,0.0030420394406355388,0.5780630010212584,0.008526247304961931,0.7743904021283696,0.015130283222501512,0.6826612212209424,0.0034688036589424535,0.6693602919560845,0.01919226364013409,0.45647899234112765,0.02638829654329095,0.7028484706795425,0.01515286142520671,0.03338081854233242,0.0
baseline,valid,rate__audio__r0p20__random__medium,rate,audio,0.2,random,medium,0.6309523809523809,0.012001229324250162,0.6120690392838471,0.004159034114362047,0.5785152986692605,0.008069412450491824,0.7749214675651772,0.014821546219038789,0.6822079370192208,0.0032382177255417914,0.6697924280659722,0.02130836556271576,0.46152665351664107,0.0229021934389583,0.7048880362689283,0.014909526135344013,0.06622261579332384,0.0
baseline,valid,rate__audio__r0p30__random__medium,rate,audio,0.3,random,medium,0.6304945054945055,0.011974997097639235,0.6119688991800024,0.0020865033175364507,0.5782952327409167,0.00889089209477892,0.7743851283123041,0.015289479363890296,0.682715906377092,0.003577289785300192,0.6693602919560845,0.01919226364013409,0.46271324383559964,0.019695746034121536,0.703833161748323,0.017669373711726166,0.09879490239864475,0.0
baseline,valid,rate__audio__r0p40__random__medium,rate,audio,0.4,random,medium,0.6304945054945055,0.009007470500414803,0.61261166539155,0.0052155807609415685,0.5778426665756441,0.009356553956554983,0.7745464718367142,0.015462510582018545,0.6825515526747633,0.003795049829655899,0.671624256667735,0.01817431908402578,0.46459008450543654,0.02940898137874385,0.7016206550014784,0.013906573180804488,0.13167520117044623,0.0
baseline,valid,rate__text+audio+vision__r0p10__random__medium,rate,text+audio+vision,0.1,random,medium,0.6126373626373627,0.013246773023341986,0.5956128845719179,0.003406746986484168,0.6017966523788693,0.0029462010519783746,0.8122545230321797,0.005294860668911263,0.638504609882818,0.008702728634012332,0.6477024684217169,0.020982764472018647,0.4550157684334026,0.028254772926459792,0.6841204168606341,0.014554147140172167,0.10093173680360375,0.0
baseline,valid,rate__text+audio+vision__r0p20__random__medium,rate,text+audio+vision,0.2,random,medium,0.6043956043956045,0.018171368894674383,0.5893189020440425,0.007693742982771552,0.6016250356324803,0.01229450391297545,0.8104654167496891,0.01570531897619279,0.6390352539756132,0.008563356297914501,0.6296969792699122,0.01604353526135274,0.46043505494039755,0.02818584497679085,0.6778246719218175,0.03217140480081906,0.2008239325453355,3.3993498887762956e-17
baseline,valid,rate__text+audio+vision__r0p30__random__medium,rate,text+audio+vision,0.3,random,medium,0.5943223443223443,0.017174907814570612,0.5806734141725066,0.008213810862698075,0.6293398585450245,0.014991947809185585,0.8550646707690893,0.023313557214181137,0.5866701764092109,0.021818929083722623,0.6038520260373336,0.028442377709907735,0.47119530893893713,0.027396658214949483,0.6669729075412493,0.02711851375813188,0.2992530704962846,0.0
baseline,valid,rate__text+audio+vision__r0p40__random__medium,rate,text+audio+vision,0.4,random,medium,0.5526556776556776,0.016616526842146574,0.5413736659551002,0.011383155549201208,0.6517255582224967,0.009248864301702924,0.8828635484399858,0.017010621615169683,0.5466631358117656,0.010316117098906834,0.5480309108951101,0.02073260596910508,0.4484610811852354,0.006004669709196902,0.6276290057849551,0.019076638789001215,0.39970353828976246,0.0
baseline,valid,rate__text+audio__r0p10__random__medium,rate,text+audio,0.1,random,medium,0.6094322344322345,0.02412008643052364,0.5938725164423152,0.016117500502851292,0.5952971562284349,0.009470689337059558,0.7968132877149023,0.013046278115503603,0.6561976592488842,0.004883603267674082,0.6486892128150933,0.023165875236400846,0.4519454758647645,0.026163941118880193,0.6809828606470875,0.02530133734950196,0.069514495822585,0.0
baseline,valid,rate__text+audio__r0p20__random__medium,rate,text+audio,0.2,random,medium,0.5924908424908425,0.008048716039948207,0.5761696405443885,0.0049477092056856384,0.6089399233857006,0.007259608342757522,0.8226100888334048,0.005557419209265453,0.6262692183434422,0.010257291815423574,0.6135756859268016,0.013435114314712969,0.443764491511168,0.036794952923255776,0.6711687441951962,0.021873236532509877,0.13812420590613328,0.0
baseline,valid,rate__text+audio__r0p30__random__medium,rate,text+audio,0.3,random,medium,0.5723443223443223,0.0020982489445768426,0.5573165267252996,0.01309807232638375,0.6322636250001396,0.02580701806640335,0.8548207399746254,0.03621834906107619,0.5872088609257546,0.03391617002184552,0.5721597160437438,0.01640533510569822,0.4448242938848154,0.04408033267370046,0.6549655702473396,0.021471628311613533,0.20590613329226504,0.0
baseline,valid,rate__text+audio__r0p40__random__medium,rate,text+audio,0.4,random,medium,0.549908424908425,0.020619652471058045,0.5386016518442464,0.015941651382806045,0.661604383582123,0.007780169064817463,0.8999017652386406,0.020151448705732454,0.5259327592735987,0.025502759577737903,0.5395584686607353,0.02507605178615307,0.45149307871662536,0.026366528521796072,0.6247534081553782,0.023102175858846028,0.2752281215107997,0.0
baseline,valid,rate__text+vision__r0p10__random__medium,rate,text+vision,0.1,random,medium,0.6007326007326007,0.007565344158360003,0.5829645617718259,0.010245879541063659,0.6059213176718486,0.005853704620610409,0.8219052385005883,0.024274190736181027,0.6278340025946907,0.016899432075665966,0.6412281091567241,0.014369242149776234,0.43679025603952804,0.0434526015961473,0.6708753201192255,0.013090412302566048,0.06755091826127133,0.0
baseline,valid,rate__text+vision__r0p20__random__medium,rate,text+vision,0.2,random,medium,0.5943223443223443,0.020016019225635884,0.5803619341250251,0.016857928153231106,0.6103148787152772,0.002582951962768764,0.8237412839161621,0.010547767281942578,0.6250801211630068,0.016464515111018554,0.6308232015316628,0.02561401504187753,0.4497734281977099,0.03608697635016023,0.6604891726457025,0.01731404438643907,0.1346013167520117,0.0
baseline,valid,rate__text+vision__r0p30__random__medium,rate,text+vision,0.3,random,medium,0.5778388278388278,0.015439299725354736,0.5636786852368276,0.005492468657055415,0.6302216651690817,0.005998033025178956,0.8549907671485751,0.005761802049126533,0.5871484787373871,0.0051835766546267335,0.5913762594406596,0.015991250312432783,0.4446677019107946,0.031115298840878353,0.6549920943590283,0.026404613227704432,0.20045816809763986,0.0
baseline,valid,rate__text+vision__r0p40__random__medium,rate,text+vision,0.4,random,medium,0.5581501831501832,0.006491504981116197,0.5468799081280854,0.013157656075188007,0.653071382433524,0.01848859301227724,0.8846693135065707,0.02326673474568699,0.5467791335311608,0.03294192274279053,0.5689309606030492,0.014918687432282201,0.4397788517411345,0.06809600499028659,0.6319299120400728,0.0275619588650694,0.26802833711931623,0.0
baseline,valid,rate__text__r0p10__random__medium,rate,text,0.1,random,medium,0.6190476190476191,0.01992152922876106,0.6013151523381408,0.014356063999329363,0.5916558112164503,0.006221760474003799,0.7943241906042328,0.006958003528962761,0.658864106188005,0.00565893577991699,0.6501011894695304,0.03169804484289963,0.46004944410965015,0.030826018291134866,0.6937948234352419,0.021483276764649856,0.03613367728025257,0.0
baseline,valid,rate__text__r0p20__random__medium,rate,text,0.2,random,medium,0.6002747252747254,0.021978021978021955,0.5874167740353489,0.01489287149907524,0.6191954758673252,0.017680789989754607,0.8372112858820447,0.042957454113975835,0.6089186511716792,0.03783784329694455,0.6309726478265804,0.03867236461313768,0.46896218823788355,0.04100537669950864,0.6623154860415825,0.028511025745523083,0.07190159011280946,0.0
baseline,valid,rate__text__r0p30__random__medium,rate,text,0.3,random,medium,0.586996336996337,0.018750545081907728,0.5733546034518068,0.006368209859967873,0.6384938911866608,0.017365564848241873,0.8576049955926451,0.02599358946320413,0.5837182567193003,0.02461387874087424,0.6072619014788287,0.01608210173644762,0.45453688782447504,0.02970453757102448,0.6582650210521162,0.03355626620962023,0.1071112308936203,0.0
baseline,valid,rate__text__r0p40__random__medium,rate,text,0.4,random,medium,0.5485347985347985,0.02556323233005099,0.5371283848020038,0.015336366814940397,0.6460770781475184,0.013069335248409078,0.8777951100243531,0.019618836972637225,0.5580554858754102,0.009312959891411869,0.5540632207298873,0.02459688139471912,0.4357825967935251,0.015328211537479867,0.621539336882599,0.038802318755667475,0.14355292034035344,0.0
baseline,valid,rate__vision__r0p10__random__medium,rate,vision,0.1,random,medium,0.6291208791208791,0.013246773023341988,0.610341847344792,0.004315900029295022,0.5780117948046603,0.007938362989900099,0.7745712338838798,0.014813753402627477,0.6824418963059001,0.0035763033378235867,0.6686677170539971,0.02192121219121362,0.458809961222114,0.020396656456024977,0.703547863758265,0.017232303643895552,0.03141724098101875,0.0
baseline,valid,rate__vision__r0p20__random__medium,rate,vision,0.2,random,medium,0.6286630036630036,0.011437725271791961,0.6102497215031528,0.003747526320629516,0.5778564673715404,0.008023501650873597,0.7744188852462971,0.014944244117767716,0.6825498983805066,0.0036434456187887316,0.6688076849630219,0.018764508470365097,0.4600005219286402,0.022502584454531335,0.7019409576177962,0.015494749721384163,0.06269972663920224,0.0
baseline,valid,rate__vision__r0p30__random__medium,rate,vision,0.3,random,medium,0.6272893772893773,0.01110288979210815,0.6089026759831567,0.0016936671622570499,0.5778110043807535,0.008070948346003057,0.7746232889854063,0.014589674948683589,0.6822293324657225,0.003011003401039143,0.6693602919560845,0.01919226364013409,0.456748489408315,0.020238666017645186,0.7005992465850707,0.015839825933991365,0.09334693720401956,0.0
baseline,valid,rate__vision__r0p40__random__medium,rate,vision,0.4,random,medium,0.6268315018315018,0.014297156589739934,0.6088722639540457,0.00664266505260218,0.5783000568924949,0.007668819687511168,0.7753131050829826,0.013892482439966415,0.6816425308855486,0.00318225897550744,0.6676084073514185,0.02083528195964545,0.4594308154327977,0.015446740312674666,0.6995775690779213,0.017776729073953747,0.12447541677896277,0.0
robust,test,ablation__audio+vision__r1p00__random__long,ablation,audio+vision,1.0,random,long,0.6923429619440623,0.00210113511919111,0.6457621030575844,0.0142396275918685,0.6178446054144334,0.008030347995426176,0.8455077643680274,0.004285050330189351,0.6883734429717793,0.0026140074836397474,0.6959090350715558,0.009448381961941123,0.4618903178270684,0.03775021007336289,0.7794869562741288,0.0019724338934505948,0.6409648004706344,0.0
robust,test,ablation__audio__r1p00__random__long,ablation,audio,1.0,random,long,0.6886749197615772,0.007575750408921736,0.6397182307251512,0.014336221120528467,0.6097580700107551,0.007081918096338437,0.8351420166492027,0.004113545130257516,0.6957563991455528,0.003427389329118643,0.6985106581324533,0.012168212696020492,0.4452626900966101,0.03846240606121474,0.77538134394639,0.010867103530048132,0.33052260025492697,0.0
robust,test,ablation__complete__r0p00__none__none,ablation,,0.0,none,none,0.6932599724896836,0.010743121975112294,0.643691439626722,0.02084060906665549,0.6076313456488839,0.007170068804159933,0.8319725104707464,0.0031077646530464752,0.6978337658023249,0.0022868040715614333,0.7036941465066603,0.016550822789056202,0.44883673219583936,0.054544230966717795,0.7785434401776666,0.011125976504406138,0.0,0.0
robust,test,ablation__text+audio+vision__r1p00__random__long,ablation,text+audio+vision,1.0,random,long,0.21733149931224208,3.3993498887762956e-17,0.11902071563088512,0.0,0.8857907384441006,0.0012361970051809519,1.1634181238672234,0.002917715379552017,-0.01347707196168924,0.04668594674981556,0.0,0.0,0.35706214689265536,0.0,0.0,0.0,1.0,0.0
robust,test,ablation__text+audio__r1p00__random__long,ablation,text+audio,1.0,random,long,0.3998165978908757,0.028896746917173293,0.35067575324236455,0.02872677988052952,0.8734121380543788,0.007660298257309456,1.1363842409671825,0.002995574227196525,0.21875040129925974,0.00975093401339016,0.17262334993459905,0.06627393996054771,0.3495020081869369,0.01681815654113732,0.5299019016055575,0.038060489522651814,0.6895577997842924,1.3597399555105182e-16
robust,test,ablation__text+vision__r1p00__random__long,ablation,text+vision,1.0,random,long,0.36451169188445665,0.027406958521556068,0.3246464666122056,0.03137587717731566,0.8875592525686313,0.008228577571278619,1.149887579804081,0.0032252125043124207,0.15810190470732313,0.007626293295727101,0.17081186675749713,0.09739024992284838,0.3542694636992883,0.021734598429630717,0.44885806937983136,0.07559522136526566,0.669477399745073,0.0
robust,test,ablation__text__r1p00__random__long,ablation,text,1.0,random,long,0.43603851444291614,0.028423629050580223,0.4069080097280508,0.021763300524753955,0.8729138488341969,0.0028668241717805,1.1305430963397154,0.00237664844376657,0.23752396016756458,0.005760492730019981,0.334261059067223,0.058609328791605714,0.3372920596810152,0.018885502680064878,0.549170910435914,0.0251788493301683,0.35903519952936563,0.0
robust,test,ablation__vision__r1p00__random__long,ablation,vision,1.0,random,long,0.6895919303071986,0.003176617712184982,0.6418606917959528,0.018648854060374618,0.6151016136090767,0.00806170899385171,0.8407810852773944,0.003104401919937922,0.6911874183861789,0.0016061867688360488,0.7016149542293334,0.015522213280530406,0.4490999308724127,0.047747147640885064,0.7748671902861123,0.006887405672109615,0.3104422002157074,0.0
robust,test,baseline__complete__r0p00__none__none,baseline,,0.0,none,none,0.6932599724896836,0.010743121975112294,0.643691439626722,0.02084060906665549,0.6076313456488839,0.007170068804159933,0.8319725104707464,0.0031077646530464752,0.6978337658023249,0.0022868040715614333,0.7036941465066603,0.016550822789056202,0.44883673219583936,0.054544230966717795,0.7785434401776666,0.011125976504406138,0.0,0.0
robust,test,duration__audio__r0p30__random__long,duration,audio,0.3,random,long,0.6932599724896836,0.00952985313655501,0.6439319792584676,0.01845111122334429,0.6074162822708672,0.00680860142417171,0.8313047699339194,0.003049200475901181,0.6983237746405407,0.0022846616079906547,0.7036941465066603,0.016550822789056202,0.44952036918537813,0.04657230528477105,0.7785814220833642,0.009811698413833152,0.09881360917737032,1.6996749443881478e-17
robust,test,duration__audio__r0p30__random__medium,duration,audio,0.3,random,medium,0.6955524988537368,0.009158635651278382,0.6463929843718169,0.019439426281293807,0.608249649185566,0.007063138142154149,0.8323200335850109,0.0031565199482844475,0.6974302343431642,0.0023902610342449427,0.7037106807797492,0.013381409139583769,0.45410603389038223,0.05270306471467185,0.7813622384453192,0.009940461451869942,0.09881360917737032,1.6996749443881478e-17
robust,test,duration__audio__r0p30__random__short,duration,audio,0.3,random,short,0.692801467216873,0.00794154428046255,0.6435263755846541,0.018369527051571948,0.6077826217770003,0.00699887037369666,0.8319556902571761,0.0032473766253580945,0.6977659805297245,0.00239449012476013,0.702639999858644,0.015105948879658767,0.44956999522216917,0.0489362839418274,0.7783691316731488,0.009037613949124633,0.09881360917737032,1.6996749443881478e-17
robust,test,duration__text__r0p30__random__long,duration,text,0.3,random,long,0.6584135717560752,0.012328592076798511,0.6153305599092338,0.014718982789654946,0.671110989963179,0.018390778807139845,0.918783916768921,0.014968034450149463,0.6116433537711597,0.016416295845302093,0.6398692371635015,0.019066389860928568,0.453822836782334,0.02684825359190871,0.7522996057818659,0.0068358436046209985,0.10753995489753898,0.0
robust,test,duration__text__r0p30__random__medium,duration,text,0.3,random,medium,0.640990371389271,0.00687757909215958,0.5921868731454144,0.006674760725395285,0.6821785262631699,0.010812834324887466,0.9306948647985691,0.01866892303502525,0.5983384906726879,0.019209881093938175,0.6427265189205488,0.010631551794901464,0.4006954712393724,0.021957021117319692,0.7331386292763221,0.014180136762547304,0.10753995489753898,0.0
robust,test,duration__text__r0p30__random__short,duration,text,0.3,random,short,0.6423658872077029,0.01667724298897132,0.5955484047637195,0.029886857886661813,0.6880738204234081,0.02867407950404986,0.9339977874573085,0.03637755703281485,0.5910170981397328,0.04190016018897769,0.6246527777777778,0.04360508406690077,0.42373772301927465,0.04892732834546084,0.7382547134941063,0.007915676990894054,0.10753995489753898,0.0
robust,test,duration__vision__r0p30__random__long,duration,vision,0.3,random,long,0.6932599724896836,0.010743121975112294,0.6437397751321914,0.021430754127799066,0.6078987402247042,0.007133496927256556,0.8322991881940918,0.0033814423031429987,0.6975633554925272,0.002480162656041448,0.7036941465066603,0.016550822789056202,0.4492687859339484,0.05472875105561414,0.7782563929559657,0.010253598556099279,0.09283263065006374,0.0
robust,test,duration__vision__r0p30__random__medium,duration,vision,0.3,random,medium,0.6932599724896836,0.010743121975112294,0.643691439626722,0.02084060906665549,0.6076236289320791,0.007209115084224218,0.8322028716711709,0.003100348500264874,0.6976547298778483,0.0022455874262049475,0.7036941465066603,0.016550822789056202,0.44883673219583936,0.054544230966717795,0.7785434401776666,0.011125976504406138,0.09283263065006374,0.0
robust,test,duration__vision__r0p30__random__short,duration,vision,0.3,random,short,0.6914259513984411,0.01041523768143105,0.6414364643158851,0.021851097083933055,0.6077971610085632,0.007236317408074581,0.832456851804427,0.003214021334771586,0.6974610687939781,0.0023231619862160175,0.7036941465066603,0.016550822789056202,0.44379018753453486,0.05607327376231181,0.7768250589064601,0.00965749171594598,0.09283263065006374,0.0
robust,test,position__audio__r0p30__middle__medium,position,audio,0.3,middle,medium,0.6918844566712518,0.007147389852416321,0.6420343315620485,0.018496219976181363,0.6079318512727304,0.0073342146883075615,0.8322620523073655,0.0034141256844259804,0.6975555491651972,0.0025634412998968618,0.7026113099468008,0.01733336509467944,0.4461780708632029,0.05043026804859507,0.7773136138761415,0.009559476685610278,0.09881360917737032,1.6996749443881478e-17
